n	time	type	cur	win	id	str	win_c	id_c	str_c	
1111	473649	key_ins	689	2	112	o	t2	112	o	
1112	473742	key_ins	690	2	112	r	t2	112	r	
1113	473952	key_ins	691	2	112	m	t2	112	m	
1114	474157	key_ins	692	2	112	i	t2	112	i	
1115	474278	key_ins	693	2	112	d	t2	112	d	
1116	474398	key_ins	694	2	112	l	t2	112	l	
1117	474576	key_ins	695	2	112	i	t2	112	i	
1118	474814	key_ins	696	2	112	n	t2	112	n	
1119	474938	key_ins	697	2	112	g	t2	112	g	
1120	475819	key_ins	698	2	112	s	t2	112	s	
1121	479938	key_del	698	2	112	s	t2	112	s	
1122	480288	key_ins	698	2	115	_	t2	115	_	
1123	482641	key_ins	698	2	112	s	t2	112	s	
1124	482925	key_ins	699	2	113	f	t2	113	f	
1125	483140	key_ins	700	2	113	o	t2	113	o	
1126	483404	key_ins	701	2	113	r	t2	113	r	
1127	483618	key_ins	702	2	113	s	t2	113	s	
1128	484479	key_ins	703	2	113	ø	t2	113	ø	
1129	484586	key_ins	704	2	113	g	t2	113	g	
1130	484786	key_ins	705	2	113	_	t2	113	_	
1131	485669	key_del	705	2	113	_	t2	113	_	
1132	486200	fix	708	2	116	skal	2	116	skal	
1133	486579	fix	708	2	116	skal	2	116	skal	
1134	486798	fix	716	2	117	derfor	2	117	derfor	
1135	486818	fix	716	2	117	derfor	2	117	derfor	
1136	486858	fix	716	2	117	derfor	2	117	derfor	
1137	486878	fix	716	2	117	derfor	2	117	derfor	
1138	487799	key_ins	717	2	117	_	t2	117	_	
1139	489146	key_ins	718	2	118	g	t2	118	g	
1140	489290	key_ins	719	2	118	å	t2	118	å	
1141	490075	key_ins	720	2	118	_	t2	118	_	
1142	490867	key_ins	721	2	119	h	t2	119	h	
1143	491145	key_ins	722	2	119	p	t2	119	p	
1144	491422	key_ins	723	2	119	n	t2	119	n	
1145	491613	key_ins	724	2	119	d	t2	119	d	
1146	491735	key_ins	725	2	119	_	t2	119	_	
1147	491949	key_ins	726	2	120	i	t2	120	i	
1148	492188	key_ins	727	2	120	_	t2	120	_	
1149	492430	key_ins	728	2	121	h	t2	121	h	
1150	492669	key_ins	729	2	121	å	t2	121	å	
1151	492945	key_ins	730	2	121	n	t2	121	n	
1152	493184	key_ins	731	2	121	d	t2	121	d	
1153	493855	key_ins	732	2	122	.	t2	122	.	
1154	494206	key_ins	733	2	122	_	t2	122	_	
1155	496846	key_del	722	2	119	p	t2	119	p	
1156	497105	key_ins	722	2	119	å	t2	119	å	
1157	499892	key_del	698	2	112	s	t2	112	s	
1158	500200	key_ins	698	2	112	_	t2	112	_	
1159	502976	key_del	697	2	112	g	t2	112	g	
1160	502977	key_del	696	2	112	n	t2	112	n	
1161	502978	key_del	695	2	112	i	t2	112	i	
1162	502979	key_del	694	2	112	l	t2	112	l	
1163	502980	key_del	693	2	112	d	t2	112	d	
1164	502981	key_del	692	2	112	i	t2	112	i	
1165	502982	key_del	691	2	112	m	t2	112	m	
1166	502983	key_del	690	2	112	r	t2	112	r	
1167	502984	key_del	689	2	112	o	t2	112	o	
1168	502985	key_del	688	2	112	f	t2	112	f	
1169	504466	key_del	688	2	112	_	t2	112	_	
1170	506078	key_ins	694	2	113	_	t2	113	_	
1171	506405	key_ins	695	2	114	p	t2	114	p	
1172	506457	key_ins	696	2	114	å	t2	114	å	
1173	506802	key_ins	697	2	114	_	t2	114	_	
1174	507157	key_ins	698	2	115	f	t2	115	f	
1175	507158	key_ins	699	2	115	o	t2	115	o	
1176	507159	key_ins	700	2	115	r	t2	115	r	
1177	507160	key_ins	701	2	115	m	t2	115	m	
1178	507161	key_ins	702	2	115	i	t2	115	i	
1179	507162	key_ins	703	2	115	d	t2	115	d	
1180	507163	key_ins	704	2	115	l	t2	115	l	
1181	507164	key_ins	705	2	115	i	t2	115	i	
1182	507165	key_ins	706	2	115	n	t2	115	n	
1183	507166	key_ins	707	2	115	g	t2	115	g	
1184	507632	fix	714	2	117	derfor	2	117	derfor	
1185	507851	fix	725	2	119	hÃ¥nd	2	119	hånd	
1186	507911	fix	725	2	119	hÃ¥nd	2	119	hånd	
1187	510044	fix	728	2	119	hÃ¥nd	2	119	hånd	
1188	510184	fix	728	2	119	hÃ¥nd	2	119	hånd	
1189	510244	fix	728	2	119	hÃ¥nd	2	119	hånd	
1190	510264	fix	728	2	119	hÃ¥nd	2	119	hånd	
1191	510304	fix	728	2	119	hÃ¥nd	2	119	hånd	
1192	510344	fix	728	2	119	hÃ¥nd	2	119	hånd	
1193	510363	fix	728	2	119	hÃ¥nd	2	119	hånd	
1194	510403	fix	728	2	119	hÃ¥nd	2	119	hånd	
1195	510424	fix	728	2	119	hÃ¥nd	2	119	hånd	
1196	511799	fix	6	2	1	Selvom	2	1	Selvom	
1197	512497	fix	150	2	23	fattige	2	8	tilbageholdende	
1198	514052	fix	10	2	2	lande	2	2	lande	
1199	514550	fix	1	2	1	Selvom	2	1	Selvom	
1200	514750	fix	103	2	15	chancer	2	1	Selvom	
1201	515228	fix	3	2	1	Selvom	2	1	Selvom	
1202	516085	fix	17	2	3	under	2	3	under	
1203	516285	fix	16	2	3	under	2	3	under	
1204	516584	fix	15	2	3	under	2	3	under	
1205	516743	fix	25	2	4	udvikling	2	4	udvikling	
1206	517680	fix	614	1	101	and	1	5	forståeligt	
1207	518099	fix	47	2	7	er	2	7	er	
1208	518119	fix	47	2	7	er	2	7	er	
1209	518159	fix	47	2	7	er	2	7	er	
1210	518199	fix	47	2	7	er	2	7	er	
1211	518657	fix	42	2	6	nok	2	6	nok	
1212	518777	fix	42	2	6	nok	2	6	nok	
1213	519794	fix	47	2	7	er	2	7	er	
1214	519814	fix	47	2	7	er	2	7	er	
1215	519834	fix	47	2	7	er	2	7	er	
1216	519874	fix	47	2	7	er	2	7	er	
1217	519913	fix	47	2	7	er	2	7	er	
1218	520272	fix	58	2	8	tilbageholdende	2	8	tilbageholdende	
1219	520491	fix	64	2	8	tilbageholdende	2	8	tilbageholdende	
1220	520611	fix	64	2	8	tilbageholdende	2	8	tilbageholdende	
1221	520711	fix	166	2	24	befolkning	2	11	risikere	
1222	520970	fix	77	2	11	risikere	2	11	risikere	
1223	521987	fix	19	1	2	developing	1	2	developing	
1224	522625	fix	42	1	5	understandably	1	5	understandably	
1225	522804	fix	54	1	6	reluctant	1	6	reluctant	
1226	523163	fix	64	1	8	compromise	1	8	compromise	
1227	523462	fix	63	1	8	compromise	1	8	compromise	
1228	523661	fix	169	2	26	sÃ¥	2	11	risikere	
1229	523901	fix	56	2	8	tilbageholdende	2	8	tilbageholdende	
1230	523941	fix	56	2	8	tilbageholdende	2	8	tilbageholdende	
1231	524160	fix	54	2	8	tilbageholdende	2	8	tilbageholdende	
1232	524658	fix	65	2	8	tilbageholdende	2	8	tilbageholdende	
1233	525316	fix	76	2	11	risikere	2	11	risikere	
1234	526191	key_del	64	2	8	n	t2	8	n	
1235	526334	key_del	64	2	8	å	t2	8	å	
1236	526483	key_del	64	2	8	r	t2	8	r	
1237	526661	key_del	64	2	8	_	t2	8	_	
1238	526806	key_del	64	2	8	d	t2	8	d	
1239	527079	key_del	64	2	8	e	t2	8	e	
1240	527569	fix	0	1	1	Although	1	1	Although	
1241	529005	fix	69	1	8	compromise	1	8	compromise	
1242	529543	fix	0	1	1	Although	1	1	Although	
1243	530201	fix	173	2	27	behÃ¸ver	2	11	risikere	
1244	532244	key_ins	64	2	9	m	t2	9	m	
1245	532393	key_ins	65	2	9	e	t2	9	e	
1246	532643	key_ins	66	2	9	d	t2	9	d	
1247	532862	key_ins	67	2	9	_	t2	9	_	
1248	533080	key_ins	68	2	10	a	t2	10	a	
1249	533108	key_ins	69	2	10	t	t2	10	t	
1250	534348	fix	103	2	15	chancer	2	15	chancer	
1251	534428	fix	103	2	15	chancer	2	15	chancer	
1252	534467	fix	110	2	17	at	2	17	at	
1253	535006	fix	221	2	32	ikke	2	19	bedre	
1254	535085	fix	221	2	32	ikke	2	20	levestandarder	
1255	535544	fix	238	2	36	Ã¸konomiske	2	22	deres	
1256	535584	fix	238	2	36	Ã¸konomiske	2	23	fattige	
1257	535604	fix	238	2	36	Ã¸konomiske	2	23	fattige	
1258	535644	fix	238	2	36	Ã¸konomiske	2	23	fattige	
1259	535684	fix	238	2	36	Ã¸konomiske	2	23	fattige	
1260	536262	fix	161	2	24	befolkning	2	24	befolkning	
1261	536302	fix	161	2	24	befolkning	2	24	befolkning	
1262	539093	fix	438	1	68	have	1	68	have	
1263	540695	key_del	141	2	20	r	t2	20	r	
1264	540823	key_del	140	2	20	o	t2	20	o	
1265	540954	key_del	139	2	20	f	t2	20	f	
1266	541116	key_ins	139	2	21	t	t2	21	t	
1267	541254	key_ins	140	2	21	i	t2	21	i	
1268	541311	key_ins	141	2	21	l	t2	21	l	
1269	541944	fix	253	2	37	udvikling	2	23	fattige	
1270	542622	fix	182	2	28	handlinger	2	28	handlinger	
1271	544117	fix	128	2	20	levestandarder	2	34	true	
1272	545513	fix	249	2	37	udvikling	2	37	udvikling	
1273	548064	fix	196	2	30	vedrÃ¸rer	2	30	vedrører	
1274	564197	key_del	330	2	52	n	t2	52	n	
1275	564334	key_ins	330	2	52	t	t2	52	t	
1276	566922	key_del	348	2	54	l	t2	54	l	
1277	567089	key_del	347	2	54	i	t2	54	i	
1278	567229	key_del	346	2	54	m	t2	54	m	
1279	567723	key_ins	346	2	55	s	t2	55	s	
1280	568324	key_ins	347	2	55	k	t2	55	k	
1281	568513	key_ins	348	2	55	r	t2	55	r	
1282	568671	key_ins	349	2	55	i	t2	55	i	
1283	568905	key_ins	350	2	55	d	t2	55	d	
1284	569082	key_ins	351	2	55	t	t2	55	t	
