n	time	type	cur	win	id	str	win_c	id_c	str_c		
0	945	fix	98	1	12	achieving	1	1	Although		
1	2614	key_ins	0	2	1	S	t2	1	S		
2	2804	key_ins	1	2	1	e	t2	1	e		
3	2879	fix	476	1	74	change	2	3	Selvom		
4	2912	key_ins	2	2	1	l	t2	1	l		
5	2918	fix	476	1	74	change	2	3	Selvom		
6	3038	fix	2	2	1	Selvom	2	1	Selvom		
7	3045	key_ins	3	2	1	v	t2	1	v		
8	3058	fix	3	2	1	Selvom	2	1	Selvom		
9	3171	key_ins	4	2	1	o	t2	1	o		
10	3178	fix	4	2	1	Selvom	2	1	Selvom		
11	3371	key_ins	5	2	1	m	t2	1	m		
12	3377	fix	5	2	1	Selvom	2	1	Selvom		
13	3477	fix	96	1	12	achieving	1	1	Although		
14	3696	fix	15	1	2	developing	1	2	developing		
15	4035	fix	23	1	3	countries	1	3	countries		
16	4765	key_ins	6	2	1	_	t2	1	_		
17	5494	key_ins	7	2	2	u	t2	2	u		
18	5985	key_ins	8	2	2	-	t2	2	-		
19	6257	key_ins	9	2	2	l	t2	2	l		
20	6381	key_ins	10	2	2	a	t2	2	a		
21	6512	key_ins	11	2	2	n	t2	2	n		
22	6655	key_ins	12	2	2	d	t2	2	d		
23	6786	fix	23	1	3	countries	1	3	countries		
24	6845	key_ins	13	2	2	e	t2	2	e		
25	6866	fix	23	1	3	countries	1	3	countries		
26	6986	fix	33	1	4	are	1	4	are		
27	7325	fix	43	1	5	understandably	1	5	understandably		
28	7584	fix	13	2	2	u-lande	2	2	u-lande		
29	7943	fix	13	2	2	u-lande	2	2	u-lande		
30	8102	fix	138	1	19	poor	1	5	understandably		
31	8301	fix	48	1	5	understandably	1	5	understandably		
32	8481	fix	55	1	6	reluctant	1	6	reluctant		
33	8880	fix	39	1	5	understandably	1	5	understandably		
34	8975	key_ins	14	2	2	_	t2	2	_		
35	8979	fix	39	1	5	understandably	1	5	understandably		
36	9963	key_ins	15	2	3	f	t2	3	f		
37	10052	key_ins	16	2	3	o	t2	3	o		
38	10138	key_ins	17	2	3	r	t2	3	r		
39	10366	key_ins	18	2	3	s	t2	3	s		
40	10486	key_ins	19	2	3	t	t2	3	t		
41	10617	key_ins	20	2	3	å	t2	3	å		
42	10653	fix	20	2	3	forståeligt	2	3	forståeligt		
43	10654	fix	20	2	3	forståeligt	2	3	forståeligt		
44	10765	key_ins	21	2	3	e	t2	3	e		
45	10774	fix	21	2	3	forståeligt	2	3	forståeligt		
46	10813	fix	21	2	3	forståeligt	2	3	forståeligt		
47	10887	key_ins	22	2	3	l	t2	3	l		
48	10893	fix	22	2	3	forståeligt	2	3	forståeligt		
49	11006	key_ins	23	2	3	i	t2	3	i		
50	11013	fix	23	2	3	forståeligt	2	3	forståeligt		
51	11116	key_ins	24	2	3	g	t2	3	g		
52	11133	fix	24	2	3	forståeligt	2	3	forståeligt		
53	11306	key_ins	25	2	3	t	t2	3	t		
54	11312	fix	25	2	3	forståeligt	2	3	forståeligt		
55	11445	key_ins	26	2	3	_	t2	3	_		
56	11452	fix	25	2	3	forståeligt	2	3	forståeligt		
57	11491	fix	26	2	3	forståeligt	2	3	forståeligt		
58	11659	key_ins	27	2	4	n	t2	4	n		
59	11671	fix	27	2	4	nok	2	4	nok		
60	11857	key_ins	28	2	4	o	t2	4	o		
61	11870	fix	28	2	4	nok	2	4	nok		
62	12048	key_ins	29	2	4	k	t2	4	k		
63	12070	fix	57	1	6	reluctant	1	6	reluctant		
64	12399	key_ins	30	2	4	_	t2	4	_		
65	12408	fix	57	1	6	reluctant	1	6	reluctant		
66	12488	fix	65	1	8	compromise	1	8	compromise		
67	12967	fix	28	2	4	nok	2	4	nok		
68	13065	key_ins	31	2	5	e	t2	5	e		
69	13067	fix	28	2	4	nok	2	4	nok		
70	13146	fix	31	2	5	er	2	5	er		
71	13306	fix	31	2	5	er	2	5	er		
72	13307	key_ins	32	2	5	r	t2	5	r		
73	13645	fix	147	1	21	action	1	6	reluctant		
74	13804	fix	58	1	6	reluctant	1	6	reluctant		
75	14003	fix	66	1	8	compromise	1	8	compromise		
76	14801	fix	51	1	6	reluctant	1	6	reluctant		
77	15399	fix	28	2	4	nok	2	4	nok		
78	15559	fix	32	2	5	er	2	5	er		
79	15897	fix	32	2	5	er	2	5	er		
80	16173	key_ins	33	2	5	_	t2	5	_		
81	16177	fix	33	2	5	er	2	5	er		
82	16755	fix	154	1	23	climate	1	6	reluctant		
83	16914	fix	60	1	7	to	1	7	to		
84	17054	fix	53	1	6	reluctant	1	6	reluctant		
85	17492	fix	119	1	15	of	1	4	are		
86	17672	fix	38	1	5	understandably	1	5	understandably		
87	18091	fix	147	1	21	action	1	6	reluctatnt		
88	19068	fix	48	1	5	understandably	1	5	understandably		
89	19307	fix	53	1	6	reluctant	1	6	reluctant		
90	19666	fix	50	1	6	reluctant	1	6	reluctant		
91	19965	fix	54	1	6	reluctant	1	6	reluctant		
92	20184	fix	54	1	6	reluctant	1	6	reluctant		
93	20889	key_ins	34	2	6	t	t2	6	t		
94	21069	key_ins	35	2	6	ø	t2	6	ø		
95	21329	key_ins	36	2	6	v	t2	6	v		
96	21446	key_ins	37	2	6	e	t2	6	e		
97	21540	fix	426	1	65	of	2	6	tøvende		
98	21566	key_ins	38	2	6	n	t2	6	n		
99	21580	fix	426	1	65	of	2	65	tøvende		
100	21699	fix	38	2	6	tøvende	2	6	tøvende		
101	21702	key_ins	39	2	6	d	t2	6	d		
102	21719	fix	39	2	6	tøvende	2	6	tøvende		
103	21879	key_ins	40	2	6	e	t2	6	e		
104	21879	fix	39	2	6	tøvende	2	6	tøvende		
105	22272	key_ins	41	2	6	_	t2	6	_		
106	22297	fix	41	2	6	tøvende	2	6	tøvende		
107	22419	key_ins	42	2	6	o	t2	6	o		
108	22437	fix	41	2	6	tøvende	2	6	tøvende		
109	22596	fix	42	2	6	tøvende	2	6	tøvende		
110	22598	key_ins	43	2	6	v	t2	6	v		
111	22616	fix	43	2	6	tøvende	2	6	tøvende		
112	22678	key_ins	44	2	6	e	t2	6	e		
113	22696	fix	44	2	6	tøvende	2	6	tøvende		
114	22855	key_ins	45	2	6	r	t2	6	r		
115	22876	fix	45	2	6	tøvende	2	6	tøvende		
116	23209	key_del	45	2	6	r	t2	6	r		
117	23214	fix	44	2	6	tøvende	2	6	tøvende		
118	23329	key_del	44	2	6	e	t2	6	e		
119	23334	fix	43	2	6	tøvende	2	6	tøvende		
120	23449	key_del	43	2	6	v	t2	6	v		
121	23454	fix	42	2	6	tøvende	2	6	tøvende		
122	23587	key_del	42	2	6	o	t2	6	o		
123	23593	fix	41	2	6	tøvende	2	6	tøvende		
124	24613	key_ins	42	2	6	i	t2	6	i		
125	24909	fix	571	1	94	the	2	6	tøvende		
126	24928	key_ins	43	2	6	_	t2	6	_		
127	24929	fix	571	1	94	the	2	6	tøvende		
128	25055	key_ins	44	2	6	f	t2	6	f		
129	25069	fix	571	1	94	the	2	6	tøvende		
130	25181	key_ins	45	2	6	o	t2	6	o		
131	25188	fix	571	1	94	the	2	6	tøvende		
132	25299	key_ins	46	2	6	r	t2	6	r		
133	25308	fix	571	1	94	the	2	6	tøvende		
134	25366	key_ins	47	2	6	h	t2	6	h		
135	25388	fix	571	1	94	the	2	6	tøvende		
136	25467	fix	571	1	94	the	2	6	tøvende		
137	25488	key_ins	48	2	6	o	t2	6	o		
138	25507	fix	571	1	94	the	2	6	tøvende		
139	25663	key_ins	49	2	6	l	t2	6	l		
140	25687	fix	571	1	94	the	2	6	tøvende		
141	25741	key_ins	50	2	6	d	t2	6	d		
142	25766	fix	571	1	94	the	2	6	tøvende		
143	25883	key_ins	51	2	6	_	t2	6	_		
144	25906	fix	571	1	94	the	2	6	tøvende		
145	26006	fix	76	1	9	their	1	9	their		
146	26012	key_ins	52	2	6	t	t2	6	t		
147	26026	fix	76	1	9	their	1	9	their		
148	26109	key_ins	53	2	6	i	t2	6	i		
149	26125	fix	76	1	9	their	1	9	their		
150	26250	key_ins	54	2	6	l	t2	6	l		
151	26265	fix	76	1	9	their	1	9	their		
152	26368	key_ins	55	2	7	_	t2	7	_		
153	26384	fix	76	1	9	their	1	9	their		
154	26424	fix	67	1	8	compromise	1	8	compromise		
155	26928	key_ins	56	2	8	a	t2	8	a		
156	27331	key_ins	57	2	8	t	t2	8	t		
157	27461	fix	154	1	23	climate	1	8	compromise		
158	27581	fix	65	1	8	compromise	1	8	compromise		
159	28012	key_ins	58	2	8	_	t2	8	_		
160	28019	fix	65	1	8	compromise	1	8	compromise		
161	28530	key_ins	59	2	9	s	t2	9	s		
162	28581	key_ins	60	2	9	k	t2	9	k		
163	28777	fix	246	1	37	developing	1	37	developing		
164	28780	key_ins	61	2	9	a	t2	9	a		
165	28797	fix	246	1	37	developing	1	37	developing		
166	28991	key_ins	62	2	9	d	t2	9	d		
167	28996	fix	571	1	94	the	1	9	skade		
168	29116	fix	571	1	94	the	1	9	skade		
169	29555	fix	81	1	10	chances	1	10	chances		
170	29568	key_ins	63	2	9	e	t2	9	e		
171	29574	fix	81	1	10	chances	1	10	chances		
172	29913	fix	100	1	13	better	1	13	better		
173	30053	fix	95	1	12	achieving	1	12	achieving		
174	30062	key_ins	64	2	9	_	t2	9	_		
175	30073	fix	95	1	12	achieving	1	12	achieving		
176	30192	fix	95	1	12	achieving	1	12	achieving		
177	30666	key_ins	65	2	10	d	t2	10	d		
178	30867	key_ins	66	2	10	e	t2	10	e		
179	31056	key_ins	67	2	10	r	t2	10	r		
180	31209	fix	481	1	74	change	1	10	deres		
181	31217	key_ins	68	2	10	e	t2	10	e		
182	31229	fix	481	1	74	change	1	10	deres		
183	31384	key_ins	69	2	10	s	t2	10	s		
184	31409	fix	481	1	74	change	1	10	deres		
185	31499	key_ins	70	2	10	_	t2	10	_		
186	31508	fix	481	1	74	change	1	10	deres		
187	31628	fix	70	2	10	deres	2	10	deres		
188	31717	key_ins	71	2	10	h	t2	10	h		
189	31728	fix	71	2	10	deres	2	10	deres		
190	32217	key_del	71	2	10	h	t2	10	h		
191	32418	key_ins	71	2	11	c	t2	11	c		
192	32546	key_ins	72	2	11	h	t2	11	h		
193	32665	fix	531	1	85	countries	1	11	chancer		
194	32680	key_ins	73	2	11	a	t2	11	a		
195	32704	fix	531	1	85	countries	1	11	chancer		
196	32784	fix	73	2	11	chancer	2	11	chancer		
197	32800	key_ins	74	2	11	n	t2	11	n		
198	32824	fix	73	2	11	chancer	2	11	chancer		
199	32944	fix	73	2	11	chancer	2	11	chancer		
200	32964	fix	74	2	11	chancer	2	11	chancer		
201	32985	key_ins	75	2	11	g	t2	11	g		
202	33434	key_del	75	2	11	g	t2	11	g		
203	33442	fix	74	2	11	chancer	2	11	chancer		
204	33532	key_ins	75	2	11	c	t2	11	c		
205	33542	fix	75	2	11	chancer	2	11	chancer		
206	33705	key_ins	76	2	11	e	t2	11	e		
207	33721	fix	75	2	11	chancer	2	11	chancer		
208	33896	key_ins	77	2	11	r	t2	11	r		
209	33901	fix	75	2	11	chancer	2	11	chancer		
210	33987	key_ins	78	2	11	_	t2	11	_		
211	34000	fix	75	2	11	chancer	2	11	chancer		
212	34120	fix	78	2	11	chancer	2	11	chancer		
213	34123	key_ins	79	2	12	f	t2	12	f		
214	34140	fix	78	2	11	chancer	2	11	chancer		
215	34226	key_ins	80	2	12	o	t2	12	o		
216	34240	fix	78	2	11	chancer	2	11	chancer		
217	34359	fix	78	2	11	chancer	2	11	chancer		
218	34383	key_ins	81	2	12	r	t2	12	r		
219	34599	fix	188	1	28	economic	1	12	achieving		
220	34758	fix	98	1	12	achieving	1	12	achieving		
221	34957	fix	105	1	13	better	1	13	better		
222	35197	fix	112	1	14	standards	1	14	standards		
223	35601	key_ins	82	2	12	_	t2	12	_		
224	35792	key_ins	83	2	13	a	t2	13	a		
225	36003	key_ins	84	2	13	t	t2	13	t		
226	36099	key_ins	85	2	13	_	t2	13	_		
227	36302	key_ins	86	2	14	o	t2	14	o		
228	36392	key_ins	87	2	14	p	t2	14	p		
229	36530	key_ins	88	2	14	n	t2	14	n		
230	36691	fix	107	1	14	standards	1	14	standards		
231	36692	fix	107	1	14	standards	1	14	standards		
232	36719	key_ins	89	2	14	å	t2	14	å		
233	36731	fix	107	1	14	standards	1	14	standards		
234	36732	fix	107	1	14	standards	1	14	standards		
235	36890	fix	113	1	14	standards	1	14	standards		
236	36891	fix	113	1	14	standards	1	14	standards		
237	37026	key_ins	90	2	14	_	t2	14	_		
238	37031	fix	113	1	14	standards	1	14	standards		
239	37071	fix	124	1	16	living	1	16	living		
240	37330	fix	135	1	19	poor	1	19	poor		
241	38069	key_ins	91	2	15	b	t2	15	b		
242	38179	key_ins	92	2	15	e	t2	15	e		
243	38366	key_ins	93	2	15	d	t2	15	d		
244	38367	fix	533	1	85	countries	1	15	bedre		
245	38387	fix	533	1	85	countries	1	15	bedre		
246	38546	fix	93	2	15	bedre	2	15	bedre		
247	38556	key_ins	94	2	15	r	t2	15	r		
248	38704	key_ins	95	2	15	e	t2	15	e		
249	38706	fix	93	2	15	bedre	2	15	bedre		
250	38845	key_ins	96	2	15	_	t2	15	_		
251	38865	fix	93	2	15	bedre	2	15	bedre		
252	38985	fix	95	2	15	bedre	2	15	bedre		
253	39061	key_ins	97	2	16	l	t2	16	l		
254	39064	fix	95	2	15	bedre	2	15	bedre		
255	39156	key_ins	98	2	16	e	t2	16	e		
256	39164	fix	95	2	15	bedre	2	15	bedre		
257	39301	key_ins	99	2	16	v	t2	16	v		
258	39324	fix	95	2	15	bedre	2	15	bedre		
259	39393	key_ins	100	2	16	e	t2	16	e		
260	39423	fix	95	2	15	bedre	2	15	bedre		
261	39663	key_ins	101	2	16	s	t2	16	s		
262	39955	key_ins	102	2	16	t	t2	16	t		
263	40158	key_ins	103	2	16	a	t2	16	a		
264	40291	key_ins	104	2	16	n	t2	16	n		
265	40500	fix	8	2	2	u-lande	2	16	levestandarder		
266	40699	fix	92	2	15	bedre	2	15	bedre		
267	40859	fix	103	2	16	levestandarder	2	16	levestandarder		
268	41273	key_ins	105	2	16	d	t2	16	d		
269	41277	fix	105	2	16	levestandarder	2	16	levestandarder		
270	41535	key_ins	106	2	16	a	t2	16	a		
271	41537	fix	105	2	16	levestandarder	2	16	levestandarder		
272	41736	fix	106	2	16	levestandarder	2	16	levestandarder		
273	41811	key_ins	107	2	16	r	t2	16	r		
274	41836	fix	107	2	16	levestandarder	2	16	levestandarder		
275	42034	key_ins	108	2	16	d	t2	16	d		
276	42036	fix	108	2	16	levestandarder	2	16	levestandarder		
277	42246	key_ins	109	2	16	w	t2	16	w		
278	42248	key_ins	110	2	16	e	t2	16	e		
279	42294	fix	132	1	18	the	1	18	the		
280	42426	key_ins	111	2	16	r	t2	16	r		
281	42434	fix	132	1	18	the	1	18	the		
282	42693	fix	111	2	16	levestandarder	2	16	levestandarder		
283	42912	fix	111	2	16	levestandarder	2	16	levestandarder		
284	43181	key_del	111	2	16	r	t2	16	r		
285	43191	fix	110	2	16	levestandarder	2	16	levestandarder		
286	43327	key_del	110	2	16	e	t2	16	e		
287	43331	fix	109	2	16	levestandarder	2	16	levestandarder		
288	43469	key_del	109	2	16	w	t2	16	w		
289	43471	fix	108	2	16	levestandarder	2	16	levestandarder		
290	43710	fix	228	1	34	offered	1	19	poor		
291	43890	fix	235	1	35	to	1	20	,		
292	43934	key_ins	109	2	16	e	t2	16	e		
293	44206	key_ins	110	2	16	r	t2	16	r		
294	44208	fix	235	1	35	to	1	21	action		
295	44288	fix	137	1	19	poor	1	19	poor		
296	44547	fix	236	1	36	encourage	1	22	on		
297	44747	fix	243	1	36	encourage	1	22	on		
298	45225	fix	239	1	36	encourage	1	22	on		
299	45504	fix	143	1	21	action	1	21	action		
300	46062	fix	152	1	23	climate	1	23	climate		
301	46541	fix	163	1	24	change	1	24	change		
302	47338	fix	156	1	23	climate	1	23	climate		
303	47538	fix	170	1	25	need	1	25	need		
304	47777	fix	176	1	27	threaten	1	27	threaten		
305	48056	fix	189	1	28	economic	1	28	economic		
306	48335	fix	202	1	29	development	1	29	development		
307	48654	fix	158	1	23	climate	1	23	climate		
308	48953	fix	153	1	23	climate	1	23	climate		
309	49571	fix	110	2	16	levestandarder	2	16	levestandarder		
310	49691	fix	110	2	16	levestandarder	2	16	levestandarder		
311	50459	key_ins	111	2	17	,	t2	17	,		
312	50623	key_ins	112	2	17	_	t2	17	_		
313	50814	key_ins	113	2	18	b	t2	18	b		
314	50955	key_ins	114	2	18	e	t2	18	e		
315	51085	key_ins	115	2	18	h	t2	18	h		
316	51312	key_ins	116	2	18	ø	t2	18	ø		
317	51566	key_ins	117	2	18	v	t2	18	v		
318	51692	key_ins	118	2	18	e	t2	18	e		
319	51804	fix	161	1	24	change	1	24	change		
320	51869	key_ins	119	2	18	r	t2	18	r		
321	51884	fix	161	1	24	change	1	24	change		
322	51924	fix	160	1	24	change	1	24	change		
323	52043	fix	160	1	24	change	1	24	change		
324	52054	key_ins	120	2	18	_	t2	18	_		
325	52123	fix	155	1	23	climate	1	23	climate		
326	52701	fix	143	1	21	action	1	21	action		
327	54197	fix	133	1	18	the	1	18	the		
328	55154	fix	129	1	17	for	1	17	for		
329	55493	fix	133	1	18	the	1	18	the		
330	55792	fix	142	1	21	action	1	21	action		
331	56629	fix	149	1	22	on	1	22	on		
332	56828	fix	155	1	23	climate	1	23	climate		
333	57486	fix	301	1	46	implement	1	23	climate		
334	57825	fix	153	1	23	climate	1	23	climate		
335	58284	fix	128	1	17	for	1	17	for		
336	58483	fix	153	1	23	climate	1	23	climate		
337	58822	fix	144	1	21	action	1	21	action		
338	59181	fix	141	1	21	action	1	21	action		
339	59321	fix	142	1	21	action	1	21	action		
340	59620	fix	132	1	18	the	1	18	the		
341	59999	fix	145	1	21	action	1	21	action		
342	60178	fix	145	1	21	action	1	21	action		
343	60377	fix	152	1	23	climate	1	23	climate		
344	60696	fix	230	1	34	offered	1	21	action		
345	60856	fix	142	1	21	action	1	21	action		
346	60975	fix	135	1	19	poor	1	19	poor		
347	61274	fix	149	1	22	on	1	22	on		
348	61494	fix	144	1	21	action	1	21	action		
349	61693	fix	114	1	14	standards	1	14	standards		
350	61912	fix	10	1	2	developing	1	13	better		
351	62112	fix	24	1	3	countries	1	14	standards		
352	62331	fix	24	1	3	countries	1	14	standards		
353	62610	fix	36	1	5	understandably	1	17	for		
354	63129	fix	137	1	19	poor	1	19	poor		
355	63408	fix	143	1	21	action	1	21	action		
356	63986	fix	149	1	22	on	1	22	on		
357	64345	fix	60	1	7	to	1	23	climate		
358	64823	fix	162	1	24	change	1	24	change		
359	65082	fix	172	1	26	not	1	26	not		
360	65342	fix	176	1	27	threaten	1	27	threaten		
361	65581	fix	61	1	7	to	1	23	climate		
362	66677	fix	113	2	18	behøver	2	18	behøver		
363	66837	fix	118	2	18	behøver	2	18	behøver		
364	67652	key_ins	121	2	19	t	t2	19	t		
365	67738	key_ins	122	2	19	i	t2	19	i		
366	67843	key_ins	123	2	19	l	t2	19	l		
367	68040	key_ins	124	2	19	t	t2	19	t		
368	68224	key_ins	125	2	19	a	t2	19	a		
369	68252	fix	125	2	19	tiltag	2	19	tiltag		
370	68332	key_ins	126	2	19	g	t2	19	g		
371	68332	fix	125	2	19	tiltag	2	19	tiltag		
372	68591	fix	162	1	24	change	1	24	change		
373	68751	fix	164	1	24	change	1	24	change		
374	68950	fix	155	1	23	climate	1	23	climate		
375	69349	fix	160	1	24	change	1	24	change		
376	69568	fix	155	1	23	climate	1	23	climate		
377	69947	fix	161	1	24	change	1	24	change		
378	70166	fix	161	1	24	change	1	24	change		
379	70784	fix	158	1	23	climate	1	23	climate		
380	71004	fix	155	1	23	climate	1	23	climate		
381	71285	key_ins	127	2	19	_	t2	19	_		
382	71482	fix	127	2	19	tiltag	2	19	tiltag		
383	72237	key_ins	128	2	20	p	t2	20	p		
384	72314	key_ins	129	2	20	å	t2	20	å		
385	72558	key_ins	130	2	20	_	t2	20	_		
386	72719	key_ins	131	2	21	k	t2	21	k		
387	72890	key_ins	132	2	21	l	t2	21	l		
388	73127	key_ins	133	2	21	i	t2	21	i		
389	73316	fix	37	2	6	tøvende	2	21	klimaområdet		
390	73323	key_ins	134	2	21	m	t2	21	m		
391	73336	fix	37	2	6	tøvende	2	21	klimaområdet		
392	73476	fix	37	2	6	tøvende	2	21	klimaområdet		
393	73522	key_ins	135	2	21	a	t2	21	a		
394	73973	key_ins	136	2	21	o	t2	21	o		
395	74109	key_ins	137	2	21	m	t2	21	m		
396	74261	key_ins	138	2	21	r	t2	21	r		
397	74401	key_ins	139	2	21	å	t2	21	å		
398	74512	fix	44	2	6	tøvende	2	21	klimaområdet		
399	74513	fix	44	2	6	tøvende	2	21	klimaområdet		
400	74692	fix	44	2	6	tøvende	2	21	klimaområdet		
401	74729	key_ins	140	2	21	d	t2	21	d		
402	74792	fix	45	2	6	tøvende	2	21	klimaområdet		
403	74839	key_ins	141	2	21	e	t2	21	e		
404	74852	fix	45	2	6	tøvende	2	21	klimaområdet		
405	75000	key_ins	142	2	21	t	t2	21	t		
406	75011	fix	45	2	6	tøvende	2	21	klimaområdet		
407	75101	key_ins	143	2	21	_	t2	21	_		
408	75111	fix	45	2	6	tøvende	2	21	klimaområdet		
409	75250	fix	263	1	38	countries	1	26	need		
410	75287	key_ins	144	2	22	i	t2	22	i		
411	75290	fix	263	1	38	countries	1	26	need		
412	75410	fix	174	1	26	not	1	26	not		
413	75472	key_ins	145	2	22	k	t2	22	k		
414	75490	fix	174	1	26	not	1	26	not		
415	75580	key_ins	146	2	22	k	t2	22	k		
416	75589	fix	174	1	26	not	1	26	not		
417	75609	fix	169	1	25	need	1	25	need		
418	75704	key_ins	147	2	22	e	t2	22	e		
419	75709	fix	169	1	25	need	1	25	need		
420	75833	key_ins	148	2	22	_	t2	22	_		
421	75848	fix	169	1	25	need	1	25	need		
422	75948	fix	190	1	28	economic	1	28	economic		
423	76247	fix	56	2	8	at	2	21	klimaområdet		
424	76407	fix	146	2	22	ikke	2	22	ikke		
425	77026	key_ins	149	2	22	s	t2	22	s		
426	77199	key_ins	150	2	22	k	t2	22	k		
427	77463	fix	56	2	8	at	2	22	ikke		
428	77595	key_del	150	2	22	k	t2	22	k		
429	77603	fix	56	2	8	at	2	22	ikke		
430	77731	key_del	149	2	22	s	t2	22	s		
431	77742	fix	56	2	8	at	2	22	ikke		
432	77982	fix	50	2	6	tøvende	2	21	klimaområdet		
433	79018	fix	28	2	4	nok	2	19	tiltag		
434	79178	fix	19	2	3	forståeligt	2	18	behøver		
435	79377	fix	31	2	5	er	2	20	på		
436	79756	fix	38	2	6	tøvende	2	21	klimaområdet		
437	80075	fix	47	2	6	tøvende	2	21	klimaområdet		
438	80175	fix	47	2	6	tøvende	2	21	klimaområdet		
439	81411	fix	42	2	6	tøvende	2	21	klimaområdet		
440	81624	key_ins	149	2	23	a	t2	23	a		
441	81630	fix	42	2	6	tøvende	2	21	klimaområdet		
442	81770	fix	54	2	6	tøvende	2	21	klimaområdet		
443	81886	key_ins	150	2	23	t	t2	23	t		
444	81889	fix	54	2	6	tøvende	2	21	klimaområdet		
445	81969	fix	54	2	6	tøvende	2	21	klimaområdet		
446	82169	fix	23	2	3	forståeligt	2	18	behøver		
447	82368	fix	116	2	18	behøver	2	18	behøver		
448	82567	fix	193	1	29	development	1	29	development		
449	82827	fix	198	1	29	development	1	29	development		
450	82882	key_ins	151	2	23	_	t2	23	_		
451	82886	fix	198	1	29	development	1	29	development		
452	83165	fix	190	1	28	economic	1	28	economic		
453	83736	key_ins	152	2	24	s	t2	24	s		
454	83859	key_ins	153	2	24	k	t2	24	k		
455	83959	key_ins	154	2	24	a	t2	24	a		
456	84121	key_ins	155	2	24	d	t2	24	d		
457	84277	key_ins	156	2	24	e	t2	24	e		
458	84282	fix	62	2	9	skade	2	24	skade		
459	84387	key_ins	157	2	24	_	t2	24	_		
460	84401	fix	62	2	9	skade	2	24	skade		
461	84790	key_ins	158	2	25	d	t2	25	d		
462	84945	key_ins	159	2	25	e	t2	25	e		
463	85050	key_ins	160	2	25	n	t2	25	n		
464	85224	key_ins	161	2	25	_	t2	25	_		
465	85417	key_ins	162	2	26	ø	t2	26	ø		
466	85632	key_ins	163	2	26	k	t2	26	k		
467	85807	key_ins	164	2	26	o	t2	26	o		
468	85926	key_ins	165	2	26	n	t2	26	n		
469	85996	fix	71	2	11	chancer	2	26	økonomiske		
470	86068	key_ins	166	2	26	o	t2	26	o		
471	86076	fix	71	2	11	chancer	2	26	økonomiske		
472	86197	fix	75	2	11	chancer	2	26	økonomiske		
473	86229	key_ins	167	2	26	m	t2	26	m		
474	86395	fix	75	2	11	chancer	2	26	økonomiske		
475	86455	key_ins	168	2	26	i	t2	26	i		
476	86510	key_ins	169	2	26	s	t2	26	s		
477	86535	fix	75	2	11	chancer	2	26	økonomiske		
478	86694	fix	75	2	11	chancer	2	26	økonomiske		
479	86695	key_ins	170	2	26	k	t2	26	k		
480	86800	key_ins	171	2	26	e	t2	26	e		
481	86814	fix	75	2	11	chancer	2	26	økonomiske		
482	86834	fix	169	2	26	økonomiske	2	26	økonomiske		
483	86936	key_ins	172	2	26	_	t2	26	_		
484	87335	key_ins	173	2	27	u	t2	27	u		
485	87445	key_ins	174	2	27	d	t2	27	d		
486	87589	key_ins	175	2	27	v	t2	27	v		
487	87760	key_ins	176	2	27	i	t2	27	i		
488	87950	fix	106	2	16	levestandarder	2	27	udvikling		
489	87957	key_ins	177	2	27	k	t2	27	k		
490	87970	fix	106	2	16	levestandarder	2	27	udvikling		
491	88150	fix	106	2	16	levestandarder	2	27	udvikling		
492	88160	key_ins	178	2	27	l	t2	27	l		
493	88248	key_ins	179	2	27	i	t2	27	i		
494	88269	fix	106	2	16	levestandarder	2	27	udvikling		
495	88378	key_ins	180	2	27	n	t2	27	n		
496	88389	fix	106	2	16	levestandarder	2	27	udvikling		
497	88533	key_ins	181	2	27	h	t2	27	h		
498	88537	key_ins	182	2	27	g	t2	27	g		
499	88548	fix	106	2	16	levestandarder	2	27	udvikling		
500	89027	fix	181	2	27	udvikling	2	27	udvikling		
501	89223	key_del	182	2	27	g	t2	27	g		
502	89227	fix	181	2	27	udvikling	2	27	udvikling		
503	89432	key_del	181	2	27	h	t2	27	h		
504	89446	fix	180	2	27	udvikling	2	27	udvikling		
505	89971	key_ins	181	2	27	g	t2	27	g		
506	90383	fix	289	1	44	mile	1	29	development		
507	90642	fix	194	1	29	development	1	29	development		
508	90881	fix	196	1	29	development	1	29	development		
509	91180	fix	192	1	28	economic	1	28	economic		
510	91619	fix	199	1	29	development	1	29	development		
511	91918	fix	212	1	31	Incentives	1	31	Incentives		
512	92021	key_ins	182	2	28	.	t2	28	.		
513	92037	fix	212	1	31	Incentives	1	31	Incentives		
514	93064	key_ins	183	2	28	_	t2	28	_		
515	93474	key_ins	184	2	28	I	t2	28	I		
516	93595	key_ins	185	2	33	n	t2	33	n		
517	93815	key_ins	186	2	33	c	t2	33	c		
518	93938	key_ins	187	2	33	i	t2	33	i		
519	94209	key_ins	188	2	33	t	t2	33	t		
520	94320	key_ins	189	2	33	a	t2	33	a		
521	94390	fix	306	1	46	implement	1	31	Incentives		
522	94482	key_ins	190	2	33	m	t2	33	m		
523	94490	fix	306	1	46	implement	1	31	Incentives		
524	94569	fix	627	1	102	mitigation	1	33	incitamenter		
525	94589	fix	627	1	102	mitigation	1	33	incitamenter		
526	94593	key_ins	191	2	33	e	t2	33	e		
527	94700	key_ins	192	2	33	n	t2	33	n		
528	94709	fix	627	1	102	mitigation	1	33	incitamenter		
529	94809	fix	184	2	28	.	2	28	.		
530	94825	key_ins	193	2	33	t	t2	33	t		
